Product Name,Price,Description,Rating,RAM_GB,ROM_GB,Screen_cm,Rear_Camera_MP,Front_Camera_MP,Battery_mAh,Is_5G,Price_INR,Brand,Price_per_GB_RAM,Camera_Score,Value_Score,Price_Tier
"Realme C20 (Lake Blue, 32 GB)","₹6,499",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G35 Processor1 Year Warranty,3.7,2.0,32.0,16.51,8.0,5.0,5000.0,0.0,6499.0,Realme,3249.5,13.0,1.5386982612709648,Mid
"Realme Narzo 50A (Oxygen Green, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display50MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Warranty,4.2,4.0,128.0,16.51,50.0,8.0,6000.0,0.0,9999.0,Realme,2499.75,58.0,2.4002400240024,Premium
"Realme 9i (Prism Blue, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) FHD+ Display50MP + 2MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatterySnap 680 Processor1 Year Warranty,4.2,4.0,128.0,16.51,50.0,8.0,5000.0,0.0,9999.0,Realme,2499.75,58.0,2.000200020002,Premium
"Realme C25Y (Metal Grey, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) FHD+ Display48MP + 2MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T610 Processor1 Year Warranty,4.1,4.0,128.0,16.51,48.0,8.0,5000.0,0.0,9499.0,Realme,2374.75,56.0,2.1054847878724074,Premium
"Poco C40 (Power Black, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.07 cm (6.71 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryJR510 Processor1 Year Warranty,3.9,4.0,64.0,17.07,13.0,5.0,6000.0,0.0,7499.0,Poco,1874.75,18.0,3.2004267235631416,Premium
"Poco M4 5G (Power Black, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display50MP + 2MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Dimensity 700 Processor1 Year Warranty,4.2,6.0,128.0,16.94,50.0,8.0,5000.0,1.0,9999.0,Poco,1666.5,58.0,3.0003000300030003,Premium
"Poco M3 (Cool Blue, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display48MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatterySnap 662 Processor1 Year Warranty,4.3,4.0,128.0,16.94,48.0,8.0,6000.0,0.0,9499.0,Poco,2374.75,56.0,2.5265817454468893,Premium
"Redmi 10C (Mint Green, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (6.71 inch) HD+ Display50MP + 2MP Rear Camera | 5MP Front Camera5000 mAh BatterySnap 680 Processor1 Year Warranty,4.1,4.0,64.0,16.71,50.0,5.0,5000.0,0.0,8999.0,Redmi,2249.75,55.0,2.22246916324036,Premium
"Redmi 10 (Pebble White, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) FHD+ Display50MP + 8MP + 2MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Warranty,4.2,4.0,128.0,16.51,50.0,8.0,5000.0,0.0,9499.0,Redmi,2374.75,58.0,2.1054847878724074,Premium
"Redmi 9 Power (Electric Green, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display48MP + 8MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatterySnap 662 Processor1 Year Warranty,4.3,4.0,128.0,16.94,48.0,8.0,6000.0,0.0,9999.0,Redmi,2499.75,56.0,2.4002400240024,Premium
"Redmi 9A Sport (Coral Green, 32 GB)","₹6,299",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.56 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G25 Processor1 Year Warranty,3.8,2.0,32.0,16.56,13.0,5.0,5000.0,0.0,6299.0,Redmi,3149.5,18.0,1.5875535799333227,Mid
"Redmi 9B (Carbon Black, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G36 Processor1 Year Warranty,4.0,4.0,64.0,17.02,13.0,5.0,6000.0,0.0,7499.0,Redmi,1874.75,18.0,3.2004267235631416,Premium
"Samsung Galaxy F14 5G (GOAT Green, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) FHD+ Display50MP + 2MP Rear Camera | 13MP Front Camera6000 mAh Battery5G Exynos 1330 Processor1 Year Warranty,4.2,4.0,128.0,16.76,50.0,13.0,6000.0,1.0,9999.0,Samsung,2499.75,63.0,2.4002400240024,Premium
"Samsung Galaxy M04 (Aqua Blue, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G35 Processor1 Year Warranty,4.0,4.0,64.0,16.76,13.0,5.0,5000.0,0.0,7999.0,Samsung,1999.75,18.0,2.5003125390673833,Premium
"Samsung Galaxy A03s (Black, 32 GB)","₹7,499",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.36 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio P35 Processor1 Year Warranty,4.0,3.0,32.0,16.36,13.0,5.0,5000.0,0.0,7499.0,Samsung,2499.6666666666665,18.0,2.0002667022269636,Premium
"Samsung Galaxy A03 Core (Black, 32 GB)","₹6,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.21 cm (6.4 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G35 Processor1 Year Warranty,3.8,2.0,32.0,16.21,8.0,5.0,5000.0,0.0,6999.0,Samsung,3499.5,13.0,1.4287755393627661,Mid
"Samsung Galaxy A03 (Black, 64 GB)","₹7,499",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.36 cm (6.5 inch) HD+ Display48MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio P35 Processor1 Year Warranty,4.0,3.0,64.0,16.36,48.0,8.0,5000.0,0.0,7499.0,Samsung,2499.6666666666665,56.0,2.0002667022269636,Premium
"Infinix Hot 12 Play (Turquoise Cyan, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) HD+ Display13MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Warranty,4.0,4.0,64.0,17.02,13.0,8.0,6000.0,0.0,7499.0,Infinix,1874.75,21.0,3.2004267235631416,Premium
"Infinix Hot 11 (Polar Black, 128 GB)","₹8,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.97 cm (6.78 inch) HD+ Display13MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,4.0,4.0,128.0,16.97,13.0,8.0,5000.0,0.0,8499.0,Infinix,2124.75,21.0,2.3532180256500763,Premium
"Infinix Smart 6 Plus (Emerald Green, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) HD+ Display8MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio A22 Processor1 Year Warranty,3.9,4.0,64.0,17.02,8.0,5.0,6000.0,0.0,6999.0,Infinix,1749.75,13.0,3.4290612944706385,Mid
"Infinix Hot 20s (Timber Black, 128 GB)","₹9,499",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.51 cm (6.78 inch) FHD+ Display108MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Warranty,4.3,8.0,128.0,16.51,108.0,8.0,5000.0,0.0,9499.0,Infinix,1187.375,116.0,4.210969575744815,Premium
"Tecno Spark 8C (Atlantic Blue, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,3.9,4.0,64.0,17.02,13.0,8.0,5000.0,0.0,7499.0,Tecno,1874.75,21.0,2.6670222696359516,Premium
"Tecno Spark 8T (Atlantic Blue, 128 GB)","₹8,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display48MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G70 Processor1 Year Warranty,4.0,4.0,128.0,16.94,48.0,8.0,5000.0,0.0,8499.0,Tecno,2124.75,56.0,2.3532180256500763,Premium
"Tecno Spark 7T (Magnet Black, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display48MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G70 Processor1 Year Warranty,4.0,4.0,64.0,16.94,48.0,8.0,5000.0,0.0,7999.0,Tecno,1999.75,56.0,2.5003125390673833,Premium
"Poco C55 (Forest Green, 128 GB)","₹8,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.2,6.0,128.0,17.02,50.0,5.0,5000.0,0.0,8499.0,Poco,1416.5,55.0,3.5298270384751147,Premium
"Poco C55 (Cool Black, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.1,4.0,64.0,17.02,50.0,5.0,5000.0,0.0,7499.0,Poco,1874.75,55.0,2.6670222696359516,Premium
"Realme C25s (Watery Blue, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display48MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Warranty,4.2,4.0,128.0,16.51,48.0,8.0,6000.0,0.0,9499.0,Realme,2374.75,56.0,2.5265817454468893,Premium
"Realme Narzo 50i (Carbon Black, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.71 cm (6.58 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc SC9863A1 Processor1 Year Warranty,3.9,4.0,64.0,16.71,8.0,5.0,5000.0,0.0,7499.0,Realme,1874.75,13.0,2.6670222696359516,Premium
"Realme C11 2021 (Lake Blue, 32 GB)","₹6,799",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc SC9863A Processor1 Year Warranty,3.8,2.0,32.0,16.51,8.0,5.0,5000.0,0.0,6799.0,Realme,3399.5,13.0,1.4708045300779526,Mid
"Realme Narzo 50A Prime (Flash Blue, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) FHD+ Display50MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Warranty,4.2,4.0,128.0,16.76,50.0,8.0,5000.0,0.0,9999.0,Realme,2499.75,58.0,2.000200020002,Premium
"iQOO Z6 Lite 5G (Mystic Space, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.17 cm (6.77 inch) HD+ Display50MP + 2MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 1 Processor1 Year Warranty,4.3,4.0,128.0,17.17,50.0,8.0,5000.0,1.0,9999.0,iQOO,2499.75,58.0,2.000200020002,Premium
"iQOO Z6 Lite 5G (Stellar Green, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.17 cm (6.77 inch) HD+ Display50MP + 2MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 1 Processor1 Year Warranty,4.2,4.0,64.0,17.17,50.0,8.0,5000.0,1.0,8999.0,iQOO,2249.75,58.0,2.22246916324036,Premium
"Jio Phone 5G (Black, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Snapdragon 480 Processor1 Year Warranty,4.0,4.0,128.0,16.71,13.0,8.0,5000.0,1.0,9999.0,Jio,2499.75,21.0,2.000200020002,Premium
"Asus ROG Phone Lite (Black, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) FHD+ Display48MP + 2MP Rear Camera | 13MP Front Camera5000 mAh BatteryHelio G96 Processor1 Year Warranty,4.3,4.0,128.0,16.94,48.0,13.0,5000.0,0.0,9999.0,Asus,2499.75,61.0,2.000200020002,Premium
"Honor X5 Plus (Dynamic Black, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display50MP + 2MP Rear Camera | 5MP Front Camera5230 mAh BatteryHelio G85 Processor1 Year Warranty,4.0,4.0,64.0,16.56,50.0,5.0,5230.0,0.0,7999.0,Honor,1999.75,55.0,2.615326915864483,Premium
"Realme C33 (Night Sea, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.71 cm (6.58 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Warranty,4.1,4.0,128.0,16.71,50.0,5.0,5000.0,0.0,9499.0,Realme,2374.75,55.0,2.1054847878724074,Premium
"Realme C33 (Sandy Gold, 64 GB)","₹8,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.71 cm (6.58 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Warranty,4.0,4.0,64.0,16.71,50.0,5.0,5000.0,0.0,8499.0,Realme,2124.75,55.0,2.3532180256500763,Premium
"Poco C33 (Power Black, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.1,4.0,64.0,17.02,50.0,5.0,5000.0,0.0,7999.0,Poco,1999.75,55.0,2.5003125390673833,Premium
"Samsung Galaxy M13 (Stardust Brown, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) FHD+ Display50MP + 5MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryExynos 850 Processor1 Year Warranty,4.2,4.0,128.0,16.76,50.0,8.0,6000.0,0.0,9999.0,Samsung,2499.75,58.0,2.4002400240024,Premium
"Samsung Galaxy M13 (Aqua Green, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) FHD+ Display50MP + 5MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryExynos 850 Processor1 Year Warranty,4.2,4.0,64.0,16.76,50.0,8.0,6000.0,0.0,8999.0,Samsung,2249.75,58.0,2.666962995888432,Premium
"Redmi Note 11 (Horizon Blue, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) AMOLED Display50MP + 8MP + 2MP + 2MP Rear Camera | 13MP Front Camera5000 mAh BatterySnap 680 Processor1 Year Warranty,4.3,4.0,64.0,16.94,50.0,13.0,5000.0,0.0,9999.0,Redmi,2499.75,63.0,2.000200020002,Premium
"Redmi Note 11 (Space Black, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) AMOLED Display50MP + 8MP + 2MP + 2MP Rear Camera | 13MP Front Camera5000 mAh BatterySnap 680 Processor1 Year Warranty,4.4,6.0,128.0,16.94,50.0,13.0,5000.0,0.0,9999.0,Redmi,1666.5,63.0,3.0003000300030003,Premium
"Realme 8 (Cyber Black, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) AMOLED Display64MP + 8MP + 2MP + 2MP Rear Camera | 16MP Front Camera5000 mAh BatteryHelio G95 Processor1 Year Warranty,4.3,4.0,128.0,16.26,64.0,16.0,5000.0,0.0,9999.0,Realme,2499.75,80.0,2.000200020002,Premium
"Poco X3 (Cobalt Blue, 64 GB)","₹9,999",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.94 cm (6.67 inch) FHD+ Display64MP + 13MP + 2MP + 2MP Rear Camera | 20MP Front Camera5160 mAh BatterySnap 732G Processor1 Year Warranty,4.4,6.0,64.0,16.94,64.0,20.0,5160.0,0.0,9999.0,Poco,1666.5,84.0,3.096309630963096,Premium
"Motorola Moto G30 (Pastel Sky, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display64MP + 8MP + 2MP + 2MP Rear Camera | 13MP Front Camera5000 mAh BatterySnap 662 Processor1 Year Warranty,4.2,4.0,128.0,16.94,64.0,13.0,5000.0,0.0,9999.0,Motorola,2499.75,77.0,2.000200020002,Premium
"Realme C15 (Power Blue, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 8MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G35 Processor1 Year Warranty,4.0,4.0,64.0,16.51,13.0,8.0,6000.0,0.0,8999.0,Realme,2249.75,21.0,2.666962995888432,Premium
"Realme C12 (Marine Blue, 32 GB)","₹7,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G35 Processor1 Year Warranty,3.9,3.0,32.0,16.51,13.0,5.0,6000.0,0.0,7999.0,Realme,2666.3333333333335,18.0,2.250281285160645,Premium
"Samsung Galaxy M12 (Blue, 64 GB)","₹9,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display48MP + 5MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryExynos 850 Processor1 Year Warranty,4.1,4.0,64.0,16.76,48.0,8.0,6000.0,0.0,9499.0,Samsung,2374.75,56.0,2.5265817454468893,Premium
"Redmi 10 Prime (Bifrost Blue, 64 GB)","₹9,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) FHD+ Display50MP + 8MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G88 Processor1 Year Warranty,4.2,4.0,64.0,16.51,50.0,8.0,6000.0,0.0,9499.0,Redmi,2374.75,58.0,2.5265817454468893,Premium
"Redmi 10 Prime (Phantom White, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) FHD+ Display50MP + 8MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G88 Processor1 Year Warranty,4.3,6.0,128.0,16.51,50.0,8.0,6000.0,0.0,9999.0,Redmi,1666.5,58.0,3.6003600360036003,Premium
"Infinix Hot 12i (Force Black, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G25 Processor1 Year Warranty,3.9,4.0,64.0,17.02,13.0,8.0,5000.0,0.0,7999.0,Infinix,1999.75,21.0,2.5003125390673833,Premium
"Tecno Pova 4 (Cryolite Blue, 128 GB)","₹9,499",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.07 cm (6.72 inch) FHD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Warranty,4.2,8.0,128.0,17.07,50.0,8.0,6000.0,0.0,9499.0,Tecno,1187.375,58.0,5.053163490893779,Premium
"Nokia C30 (White, 32 GB)","₹7,499",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc SC9863A Processor1 Year Warranty,3.8,2.0,32.0,16.56,13.0,5.0,6000.0,0.0,7499.0,Nokia,3749.5,18.0,1.6002133617815708,Premium
"Redmi 9 Active (Metallic Black, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.58 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G35 Processor1 Year Warranty,4.0,4.0,64.0,16.58,13.0,5.0,5000.0,0.0,8999.0,Redmi,2249.75,18.0,2.22246916324036,Premium
"Lava Z3 (Blue, 32 GB)","₹6,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 8MP Front Camera4000 mAh BatteryHelio A22 Processor1 Year Warranty,3.8,3.0,32.0,16.56,13.0,8.0,4000.0,0.0,6999.0,Lava,2333.0,21.0,1.7145306472353192,Mid
"Lava Z4 (Blue, 128 GB)","₹8,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,4.0,4.0,128.0,16.56,50.0,8.0,5000.0,0.0,8499.0,Lava,2124.75,58.0,2.3532180256500763,Premium
"Motorola Moto G20 (Breeze Blue, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 8MP + 2MP + 2MP Rear Camera | 13MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,4.1,4.0,128.0,16.51,48.0,13.0,5000.0,0.0,9499.0,Motorola,2374.75,61.0,2.1054847878724074,Premium
"Poco C3 (Arctic Blue, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.58 cm (6.53 inch) HD+ Display13MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G35 Processor1 Year Warranty,4.1,4.0,64.0,16.58,13.0,8.0,6000.0,0.0,7999.0,Poco,1999.75,21.0,3.00037504688086,Premium
"Redmi 13C 5G (Forest Green, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display108MP Rear Camera | 13MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.4,4.0,64.0,17.02,108.0,13.0,5160.0,1.0,8999.0,Redmi,2249.75,121.0,2.2935881764640516,Premium
"Redmi 13C 5G (Forest Green, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display50MP Rear Camera | 13MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.5,4.0,128.0,17.02,50.0,13.0,5160.0,1.0,8999.0,Redmi,2249.75,63.0,2.2935881764640516,Premium
"Redmi 13C 5G (Forest Green, 256 GB)","₹9,499",8 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.2,8.0,64.0,17.02,64.0,8.0,6000.0,1.0,9499.0,Redmi,1187.375,72.0,5.053163490893779,Premium
"Redmi 13C 5G (Dreamy Purple, 64 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,8.0,64.0,17.02,50.0,16.0,5000.0,1.0,8999.0,Redmi,1124.875,66.0,4.44493832648072,Premium
"Redmi 13C 5G (Dreamy Purple, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 13MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.2,4.0,128.0,17.02,64.0,13.0,6000.0,1.0,8999.0,Redmi,2249.75,77.0,2.666962995888432,Premium
"Redmi 13C 5G (Dreamy Purple, 256 GB)","₹8,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display108MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.3,8.0,256.0,16.94,108.0,8.0,6000.0,1.0,8999.0,Redmi,1124.875,116.0,5.333925991776864,Premium
"Redmi 13C 5G (Granite Grey, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display64MP Rear Camera | 13MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,3.9,4.0,128.0,16.94,64.0,13.0,5000.0,1.0,8999.0,Redmi,2249.75,77.0,2.22246916324036,Premium
"Redmi 13C 5G (Granite Grey, 256 GB)","₹8,999",4 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.07 cm (2.7 inch) HD+ Display64MP Rear Camera | 13MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.2,4.0,256.0,17.07,64.0,13.0,6000.0,1.0,8999.0,Redmi,2249.75,77.0,2.666962995888432,Premium
"Redmi 13C 5G (Jade Green, 128 GB)","₹8,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,8.0,128.0,16.94,50.0,8.0,5000.0,1.0,8999.0,Redmi,1124.875,58.0,4.44493832648072,Premium
"Redmi 13C 5G (Jade Green, 256 GB)","₹8,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display108MP Rear Camera | 13MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,6.0,128.0,17.02,108.0,13.0,6000.0,1.0,8999.0,Redmi,1499.8333333333333,121.0,4.000444493832648,Premium
"Redmi 13C 5G (Rose Gold, 128 GB)","₹9,299",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display50MP Rear Camera | 16MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,4.0,128.0,17.02,50.0,16.0,6000.0,1.0,9299.0,Redmi,2324.75,66.0,2.580922679858049,Premium
